match_id,city,stadium,venue_id,country
12337220,Villach,Court 10,32700,Austria
12337253,Villach,Court 9,44405,Austria
12337298,Villach,Court 4,44406,Austria
12337423,Madrid, Court 2,22214,Spain
12337425,Madrid,Centre Court,44409,Spain
12337540,Kranjska Gora,Court 3,44440,Slovenia
12337542,Kranjska Gora,Court 2,40001,Slovenia
12337543,Kranjska Gora,Court 2,40001,Slovenia
12337544,Kranjska Gora,Court 1,39999,Slovenia
12337545,Kranjska Gora,Court 1,39999,Slovenia
12337546,Kranjska Gora,Court 4,39997,Slovenia
12337550,Madrid, Court 2,22214,Spain
12337641,Monzon,Centre Court,39406,Spain
12337687,Monastir,Court 1,23881,Tunisia
12337782,Pensacola,Court 25,19706,USA
12337832,Madrid,Centre Court,44409,Spain
12337855,Gurb,Court 6,44439,Spain
12337857,Gurb,Court 8,34855,Spain
12337867,Neuquen,Court 4,18152,Argentina
12337868,Neuquen,Court 4,18152,Argentina
12337869,Neuquen,Court 1,18153,Argentina
12337870,Neuquen,Court 3,18151,Argentina
12337903,Pensacola,Court 20,19709,USA
12337947,Kingston,LIGUANEA Court H,44448,Jamaica
12337953,Pensacola,Court 23,19707,USA
12337954,Pensacola,Court 25,19706,USA
12337978,Pensacola,Court 20,19709,USA
12337979,Kingston,T JAMAICA # 3,44419,Jamaica
12338029,Pensacola,Court 19,24235,USA
12338064,Neuquen,Court 2,18154,Argentina
12338065,Neuquen,Court 3,18151,Argentina
12338069,Pensacola,Court 23,19707,USA
12338123,Kingston,T JAMAICA # 3,44419,Jamaica
12338540,Pensacola,Court 19,24235,USA
12338541,Kingston,T JAMAICA # 1,44416,Jamaica
12338542,Kingston,T JAMAICA # 1,44416,Jamaica
12338837,Anning,Court 1,20027,China
12338838,Kurume,Court 1,44437,Japan
12338839,Kurume,Court 1,44437,Japan
12338842,Kurume,Court 2,21672,Japan
12338843,Luan,Centre Court ,21545,China
12338875,Luan,Court 2,21573,China
12338884,Anning,Center Court,20025,China
12338908,Kurume,Court 2,21672,Japan
12338916,Luan,Centre Court ,21545,China
12338931,Anning,Court 1,20027,China
12338956,Luan,Court 2,21573,China
12338985,Anning,Center Court,20025,China
12339079,Kachreti,Center Court,39331,Georgia
12339183,Addis Ababa,Court 1,39382,Ethiopia
12339295,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12339320,Kachreti,Court 1,39336,Georgia
12339323,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12339328,Addis Ababa,Court 3,39387,Ethiopia
12339375,Monastir,Court 1,23881,Tunisia
12339376,Addis Ababa,Court 1,39382,Ethiopia
12339377,Kursumlijska Banja,Court 3,39051,Serbia
12339382,Prijedor,Court 2,25107,Bosnia & Herzegovina
12339417,Monzon,Centre Court,39406,Spain
12339462,Kalmar,Court 2,21605,Sweden
12339468,Kachreti,Court 3,39332,Georgia
12339469,Antalya,Court 1,17286,Turkey
12339489,Antalya,Court 5,18121,Turkey
12339490,Antalya,Court 21,28266,Turkey
12339507,Kursumlijska Banja,Court 4,39044,Serbia
12339508,Prijedor,Court 1,25110,Bosnia & Herzegovina
12339509,Gurb,Court 8,34855,Spain
12339510,Zagreb,CENTER COURT,26363,Croatia
12339518,Antalya,Court 2,31437,Turkey
12339519,Antalya,Court 1,17286,Turkey
12339523,Kursumlijska Banja,Court 3,39051,Serbia
12339525,Addis Ababa,Court 2,39388,Ethiopia
12339530,Bucharest,Court 4,17389,Romania
12339534,Kalmar,Court 1,21606,Sweden
12339544,Monastir,Court Central,23948,Tunisia
12339545,Monastir,Court 2,23360,Tunisia
12339558,Bucharest,Court 4,17389,Romania
12339560,Antalya,Court 2,31437,Turkey
12339561,Monastir,Court Central,23948,Tunisia
12339562,Madrid,Centre Court,44409,Spain
12339573,Antalya,Court 3,18122,Turkey
12339574,Antalya,Court 3,18122,Turkey
12339575,Bethany Beach,Court 22,22025,USA
12339576,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12339578,Prijedor,Court 1,25110,Bosnia & Herzegovina
12339579,Madrid,Centre Court,44409,Spain
12339593,Monastir,Court 6,23890,Tunisia
12339602,Reggio Emilia,Court 7,21878,Italy
12339603,Kalmar,Court 3,21603,Sweden
12339604,Monastir,Court 3,23363,Tunisia
12339613,Kalmar,Court 1,21606,Sweden
12339622,Reggio Emilia,Court 8,21877,Italy
12339627,Kursumlijska Banja,Court 4,39044,Serbia
12339628,Prijedor,Court 1,25110,Bosnia & Herzegovina
12339674,Bethany Beach,Court 23,22022,USA
12339693,Kursumlijska Banja,Court 2,39050,Serbia
12339748,Madrid,Centre Court,44409,Spain
12339757,Zagreb,CENTER COURT,26363,Croatia
12339760,Kursumlijska Banja,Court 1,39048,Serbia
12339836,Monastir,Court 2,23360,Tunisia
12339853,Bethany Beach,Court 21,22020,USA
12339860,Neuquen,Court 1,18153,Argentina
12339865,Bethany Beach,Court 20,22019,USA
12339874,Monastir,Court 1,23881,Tunisia
12339875,Neuquen,Court 3,18151,Argentina
12339881,Neuquen,Court 1,18153,Argentina
12339882,Pensacola,Court 20,19709,USA
12339883,Gurb,Court 8,34855,Spain
12339886,Madrid,Centre Court,44409,Spain
12339897,Gurb,Court 8,34855,Spain
12339900,Gurb,Court 1,34857,Spain
12339901,Monzon,Court 2,21503,Spain
12339963,Bethany Beach,Court 22,22025,USA
12339964,Bethany Beach,Court 23,22022,USA
12339990,Kingston,T JAMAICA # 1,44416,Jamaica
12340042,Pensacola,Court 23,19707,USA
12340058,Bethany Beach,Court 20,22019,USA
12340070,Pensacola,Court 25,19706,USA
12340091,Kingston,T JAMAICA # 3,44419,Jamaica
12340106,Neuquen,Court 3,18151,Argentina
12340152,Bethany Beach,Court 24,22023,USA
12340153,Pensacola,Court 19,24235,USA
12340161,Kingston,T JAMAICA # 1,44416,Jamaica
12340184,Bethany Beach,Court 20,22019,USA
12340206,Kingston,T JAMAICA # 3,44419,Jamaica
12340641,Toyama,B3,44427,Japan
12340642,Toyama,B4,44436,Japan
12340643,Toyama,B2,44430,Japan
12340685,Luan,Centre Court ,21545,China
12340752,Kurume,Court 2,21672,Japan
12340753,Toyama,B5,44428,Japan
12340781,Anning,Center Court,20025,China
12340816,Kurume,Court 2,21672,Japan
12340818,Kachreti,Court 2,39334,Georgia
12340882,Luan,Centre Court ,21545,China
12341028,Toyama,B3,44427,Japan
12341053,Kachreti,Court 3,39332,Georgia
12341080,Anning,Center Court,20025,China
12341112,Antalya,Court 1,17286,Turkey
12341129,Villach,Court 10,32700,Austria
12341130,Villach,Court 9,44405,Austria
12341146,Kursumlijska Banja,Court 4,39044,Serbia
12341147,Reggio Emilia,Court 7,21878,Italy
12341196,Kursumlijska Banja,Court 4,39044,Serbia
12341229,Reggio Emilia,Campo Centrale,44400,Italy
12341235,Kachreti,Center Court,39331,Georgia
12341242,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12341245,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12341308,Addis Ababa,Court 1,39382,Ethiopia
12341322,Addis Ababa,Court 1,39382,Ethiopia
12341331,Kalmar,Court 1,21606,Sweden
12341364,Bucharest,Court 4,17389,Romania
12341366,Monastir,Court 2,23360,Tunisia
12341420,Villach,Court 3,44402,Austria
12341505,Antalya,Court 3,18122,Turkey
12341540,Antalya,Court 2,31437,Turkey
12341551,Villach,Court 9,44405,Austria
12341556,Zagreb,CENTER COURT,26363,Croatia
12341561,Antalya,Court 5,18121,Turkey
12341575,Prijedor,Court 1,25110,Bosnia & Herzegovina
12341595,Monastir,Court 3,23363,Tunisia
12341674,Kalmar,Court 1,21606,Sweden
12341755,Gurb,Court 8,34855,Spain
12341756,Monastir,Court 1,23881,Tunisia
12341778,Villach,Court 3,44402,Austria
12341779,Prijedor,Court 1,25110,Bosnia & Herzegovina
12341788,Bethany Beach,Court 22,22025,USA
12341789,Madrid,Centre Court,44409,Spain
12341893,Monastir,Court Central,23948,Tunisia
12341904,Villach,Court 9,44405,Austria
12341962,Reggio Emilia,Court 7,21878,Italy
12341988,Gurb,Court 1,34857,Spain
12342029,Strasbourg,Patrice Dominguez,21724,France
12342037,Strasbourg,Court 2,21722,France
12342038,Strasbourg,Court 1,21723,France
12342039,Strasbourg,Court 1,21723,France
12342040,Strasbourg,Patrice Dominguez,21724,France
12342052,Strasbourg,Court 2,21722,France
12342053,Strasbourg,Patrice Dominguez,21724,France
12342054,Strasbourg,Court 1,21723,France
12342168,Rabat,Center Court,21429,Morocco
12342169,Rabat,Court 2,21431,Morocco
12342170,Rabat,Court 2,21431,Morocco
12342171,Rabat,Center Court,21429,Morocco
12342172,Rabat,Court 1,21430,Morocco
12342173,Rabat,Court 1,21430,Morocco
12342175,Rabat,Court 1,21430,Morocco
12342206,Lyon,Court 2,17215,France
12342207,Lyon,Court 1,21765,France
12342208,Lyon,Central,21766,France
12342210,Lyon,Court 2,17215,France
12342274,Bethany Beach,Court 21,22020,USA
12342311,Madrid,Centre Court,44409,Spain
12342367,Bethany Beach,Court 23,22022,USA
12342392,Geneva,Centre Court,21805,Switzerland
12342393,Geneva,Court 1,21763,Switzerland
12342394,Geneva,Court 2,21764,Switzerland
12342407,Geneva,Centre Court,21805,Switzerland
12342408,Geneva,Centre Court,21805,Switzerland
12342413,Geneva,Court 1,21763,Switzerland
12342414,Geneva,Court 1,21763,Switzerland
12342415,Geneva,Court 2,21764,Switzerland
12343394,Strasbourg,Court 1,21723,France
12343451,Kranjska Gora,Court 2,40001,Slovenia
12343575,Rabat,Center Court,21429,Morocco
12343660,Rabat,Court 1,21430,Morocco
12343860,Kranjska Gora,Court 1,39999,Slovenia
12299540,Rome,Stadio Centrale,18504,Italy
12299562,Rome,Stadio Centrale,18504,Italy
12302292,Rome,Stadio Centrale,18504,Italy
12317284,Bordeaux,Court Central Cote Ouest,39435,France
12317287,Bordeaux,Court Central Cote Ouest,39435,France
12317291,Bordeaux,Court Central Cote Ouest,39435,France
12317292,Bordeaux,Court 3,39436,France
12317295,Bordeaux,Court Central Cote Ouest,39435,France
12317298,Bordeaux,Court Central Cote Ouest,39435,France
12317305,Oeiras,Court Central,21761,Portugal
12317326,Taipei,Center Court,44411,Chinese Taipei
12317338,Taipei,Center Court,44411,Chinese Taipei
12317345,Tunis,Court Central,21245,Tunisia
12317350,Tunis,Court Central,21245,Tunisia
12317365,Turin,Court 4,39452,Italy
12317366,Turin,Court 4,39452,Italy
12317367,Turin,Court 4,39452,Italy
12317369,Turin,CENTER COURT,39370,Italy
12317370,Turin,CENTER COURT,39370,Italy
12317371,Turin,CENTER COURT,39370,Italy
12317372,Turin,Court 5,39437,Italy
12317374,Turin,CENTER COURT,39370,Italy
12317375,Turin,CENTER COURT,39370,Italy
12317376,Turin,Court 5,39437,Italy
12317377,Turin,CENTER COURT,39370,Italy
12317379,Turin,CENTER COURT,39370,Italy
12317388,Paris,Court Central,34788,France
12317389,Paris,Court Central,34788,France
12317391,Paris,Court Central,34788,France
12317395,Paris,Court Central,34788,France
12317400,Paris,Court Central,34788,France
12317405,Parma,Center Court,25426,Italy
12317411,Parma,Center Court,25426,Italy
12317416,Parma,Center Court,25426,Italy
12334859,Kranjska Gora,Court 4,39997,Slovenia
12335185,Kranjska Gora,Court 3,44440,Slovenia
12337540,Kranjska Gora,Court 3,44440,Slovenia
12337542,Kranjska Gora,Court 2,40001,Slovenia
12337543,Kranjska Gora,Court 2,40001,Slovenia
12337544,Kranjska Gora,Court 1,39999,Slovenia
12337545,Kranjska Gora,Court 1,39999,Slovenia
12337546,Kranjska Gora,Court 4,39997,Slovenia
12339417,Monzon,Centre Court,39406,Spain
12339628,Prijedor,Court 1,25110,Bosnia & Herzegovina
12339748,Madrid,Centre Court,44409,Spain
12339860,Neuquen,Court 1,18153,Argentina
12339875,Neuquen,Court 3,18151,Argentina
12339881,Neuquen,Court 1,18153,Argentina
12339882,Pensacola,Court 20,19709,USA
12339883,Gurb,Court 8,34855,Spain
12339886,Madrid,Centre Court,44409,Spain
12339897,Gurb,Court 8,34855,Spain
12339901,Monzon,Court 2,21503,Spain
12339963,Bethany Beach,Court 22,22025,USA
12339990,Kingston,T JAMAICA # 1,44416,Jamaica
12340042,Pensacola,Court 23,19707,USA
12340058,Bethany Beach,Court 20,22019,USA
12340070,Pensacola,Court 25,19706,USA
12340091,Kingston,T JAMAICA # 3,44419,Jamaica
12340106,Neuquen,Court 3,18151,Argentina
12340152,Bethany Beach,Court 24,22023,USA
12340153,Pensacola,Court 19,24235,USA
12340161,Kingston,T JAMAICA # 1,44416,Jamaica
12340184,Bethany Beach,Court 20,22019,USA
12340206,Kingston,T JAMAICA # 3,44419,Jamaica
12340685,Luan,Centre Court ,21545,China
12340752,Kurume,Court 2,21672,Japan
12340753,Toyama,B5,44428,Japan
12340781,Anning,Center Court,20025,China
12340816,Kurume,Court 2,21672,Japan
12340882,Luan,Centre Court ,21545,China
12341028,Toyama,B3,44427,Japan
12341053,Kachreti,Court 3,39332,Georgia
12341080,Anning,Center Court,20025,China
12341112,Antalya,Court 1,17286,Turkey
12341129,Villach,Court 10,32700,Austria
12341130,Villach,Court 9,44405,Austria
12341146,Kursumlijska Banja,Court 4,39044,Serbia
12341147,Reggio Emilia,Court 7,21878,Italy
12341196,Kursumlijska Banja,Court 4,39044,Serbia
12341229,Reggio Emilia,Campo Centrale,44400,Italy
12341235,Kachreti,Center Court,39331,Georgia
12341242,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12341245,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12341308,Addis Ababa,Court 1,39382,Ethiopia
12341322,Addis Ababa,Court 1,39382,Ethiopia
12341331,Kalmar,Court 1,21606,Sweden
12341364,Bucharest,Court 4,17389,Romania
12341366,Monastir,Court 2,23360,Tunisia
12341420,Villach,Court 3,44402,Austria
12341505,Antalya,Court 3,18122,Turkey
12341540,Antalya,Court 2,31437,Turkey
12341551,Villach,Court 9,44405,Austria
12341556,Zagreb,CENTER COURT,26363,Croatia
12341561,Antalya,Court 5,18121,Turkey
12341575,Prijedor,Court 1,25110,Bosnia & Herzegovina
12341595,Monastir,Court 3,23363,Tunisia
12341674,Kalmar,Court 1,21606,Sweden
12341755,Gurb,Court 8,34855,Spain
12341756,Monastir,Court 1,23881,Tunisia
12341778,Villach,Court 3,44402,Austria
12341779,Prijedor,Court 1,25110,Bosnia & Herzegovina
12341788,Bethany Beach,Court 22,22025,USA
12341789,Madrid,Centre Court,44409,Spain
12341893,Monastir,Court Central,23948,Tunisia
12341904,Villach,Court 9,44405,Austria
12341962,Reggio Emilia,Court 7,21878,Italy
12341988,Gurb,Court 1,34857,Spain
12341997,Reggio Emilia,Court 7,21878,Italy
12341998,Monzon,Centre Court,39406,Spain
12342029,Strasbourg,Patrice Dominguez,21724,France
12342037,Strasbourg,Court 2,21722,France
12342038,Strasbourg,Court 1,21723,France
12342039,Strasbourg,Court 1,21723,France
12342040,Strasbourg,Patrice Dominguez,21724,France
12342052,Strasbourg,Court 2,21722,France
12342053,Strasbourg,Patrice Dominguez,21724,France
12342054,Strasbourg,Court 1,21723,France
12342168,Rabat,Center Court,21429,Morocco
12342169,Rabat,Court 2,21431,Morocco
12342170,Rabat,Court 2,21431,Morocco
12342171,Rabat,Center Court,21429,Morocco
12342172,Rabat,Court 1,21430,Morocco
12342173,Rabat,Court 1,21430,Morocco
12342174,Rabat,Center Court,21429,Morocco
12342175,Rabat,Court 1,21430,Morocco
12342206,Lyon,Court 2,17215,France
12342207,Lyon,Court 1,21765,France
12342208,Lyon,Central,21766,France
12342209,Lyon,Court 1,21765,France
12342210,Lyon,Court 2,17215,France
12342216,Lyon,Court 1,21765,France
12342217,Lyon,Central,21766,France
12342218,Neuquen,Court 1,18153,Argentina
12342219,Lyon,Court 2,17215,France
12342246,Pensacola,Court 20,19709,USA
12342274,Bethany Beach,Court 21,22020,USA
12342275,Neuquen,Court 1,18153,Argentina
12342302,Pensacola,Court 23,19707,USA
12342311,Madrid,Centre Court,44409,Spain
12342317,Kingston,T JAMAICA # 1,44416,Jamaica
12342330,Lyon,Central,21766,France
12342336,Lyon,Central,21766,France
12342367,Bethany Beach,Court 23,22022,USA
12342392,Geneva,Centre Court,21805,Switzerland
12342393,Geneva,Court 1,21763,Switzerland
12342394,Geneva,Court 2,21764,Switzerland
12342407,Geneva,Centre Court,21805,Switzerland
12342408,Geneva,Centre Court,21805,Switzerland
12342409,Geneva,Centre Court,21805,Switzerland
12342410,Geneva,Centre Court,21805,Switzerland
12342413,Geneva,Court 1,21763,Switzerland
12342414,Geneva,Court 1,21763,Switzerland
12342415,Geneva,Court 2,21764,Switzerland
12342569,Kingston,T JAMAICA # 1,44416,Jamaica
12343013,Toyama,B5,44428,Japan
12343021,Kurume,Court 2,21672,Japan
12343063,Luan,Centre Court ,21545,China
12343072,Anning,Center Court,20025,China
12343394,Strasbourg,Court 1,21723,France
12343433,Antalya,Court 2,31437,Turkey
12343434,Antalya,Court 1,17286,Turkey
12343451,Kranjska Gora,Court 2,40001,Slovenia
12343548,Gurb,Court 1,34857,Spain
12343575,Rabat,Center Court,21429,Morocco
12343660,Rabat,Court 1,21430,Morocco
12343748,Anning,Court 1,20027,China
12343749,Anning,Court 1,20027,China
12343750,Anning,Court 1,20027,China
12343751,An-Ning,Court 9,40921,China
12343752,Anning,Court 2,20024,China
12343753,Anning,Court 1,20027,China
12343754,Anning,Court 3,20026,China
12343755,Anning,Court 3,20026,China
12343756,Anning,Court 3,20026,China
12343757,Anning,Court 10,24461,China
12343758,Anning,Court 2,20024,China
12343759,Anning,Court 1,20027,China
12343761,Anning,Court 1,20027,China
12343762,Anning,Court 3,20026,China
12343763,Anning,Court 3,20026,China
12343764,An-Ning,Court 9,40921,China
12343765,Anning,Court 2,20024,China
12343766,Anning,Court 2,20024,China
12343767,Kalmar,Court 1,21606,Sweden
12343768,Anning,Center Court,20025,China
12343769,Anning,Court 3,20026,China
12343770,Anning,Court 2,20024,China
12343771,An-Ning,Court 9,40921,China
12343772,An-Ning,Court 9,40921,China
12343773,Anning,Center Court,20025,China
12343774,Anning,Court 10,24461,China
12343775,Anning,Court 10,24461,China
12343776,Anning,Court 10,24461,China
12343777,Anning,Court 10,24461,China
12343778,An-Ning,Court 9,40921,China
12343779,An-Ning,Court 9,40921,China
12343780,Anning,Center Court,20025,China
12343788,Anning,Court 2,20024,China
12343798,Goyang,Court 4,21544,South Korea
12343799,Goyang,Court 4,21544,South Korea
12343800,Goyang,Court 3,21543,South Korea
12343801,Goyang,Court 1,21541,South Korea
12343802,Goyang,Court 4,21544,South Korea
12343803,Goyang,Court 3,21543,South Korea
12343804,Goyang,Court 4,21544,South Korea
12343805,Goyang,Court 2,21542,South Korea
12343806,Goyang,Court 3,21543,South Korea
12343807,Goyang,Court 2,21542,South Korea
12343808,Goyang,Court 1,21541,South Korea
12343809,Goyang,Court 1,21541,South Korea
12343810,Goyang,Court 2,21542,South Korea
12343811,Goyang,Court 1,21541,South Korea
12343812,Goyang,Court 2,21542,South Korea
12343813,Goyang,Court 3,21543,South Korea
12343850,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12343860,Kranjska Gora,Court 1,39999,Slovenia
12343900,Addis Ababa,Court 1,39382,Ethiopia
12343963,Kachreti,Court 2,39334,Georgia
12343964,Madrid,Centre Court,44409,Spain
12343967,Strasbourg,Patrice Dominguez,21724,France
12343969,Strasbourg,Court 2,21722,France
12344008,Kranjska Gora,Court 2,40001,Slovenia
12344010,Monastir,Court 2,23360,Tunisia
12344011,Monastir,Court 1,23881,Tunisia
12344038,Geneva,Court 1,21763,Switzerland
12344040,Rabat,Center Court,21429,Morocco
12344129,Geneva,Centre Court,21805,Switzerland
12344140,Kranjska Gora,Court 4,39997,Slovenia
12344141,Rabat,Court 1,21430,Morocco
12344145,Rabat,Center Court,21429,Morocco
12344155,Prijedor,Court 1,25110,Bosnia & Herzegovina
12344158,Strasbourg,Court 1,21723,France
12344192,Strasbourg,Patrice Dominguez,21724,France
12344200,Strasbourg,Court 1,21723,France
12344212,Kursumlijska Banja,COURT VIKTOR TROICKI,39706,Serbia
12344213,Rabat,Court 2,21431,Morocco
12344214,Strasbourg,Court 2,21722,France
12344241,Kachreti,Center Court,39331,Georgia
12344242,Kachreti,Center Court,39331,Georgia
12344243,Kachreti,Court 1,39336,Georgia
12344244,Kachreti,Center Court,39331,Georgia
12344246,Kachreti,Court 1,39336,Georgia
12344247,Kachreti,Court 1,39336,Georgia
12344248,Kachreti,Court 3,39332,Georgia
12344249,Kachreti,Center Court,39331,Georgia
12344250,Kachreti,Court 1,39336,Georgia
12344251,Kachreti,Court 3,39332,Georgia
12344252,Kachreti,Court 3,39332,Georgia
12344253,Kachreti,Court 3,39332,Georgia
12344267,Geneva,Court 1,21763,Switzerland
12344268,Geneva,Court 2,21764,Switzerland
12344285,Bethany Beach,Court 23,22022,USA
12344287,Addis Ababa,Court 4,39383,Ethiopia
12344288,Addis Ababa,Court 2,39388,Ethiopia
12344289,Addis Ababa,Court 4,39383,Ethiopia
12344290,Addis Ababa,Court 1,39382,Ethiopia
12344291,Addis Ababa,Court 3,39387,Ethiopia
12344292,Addis Ababa,Court 2,39388,Ethiopia
12344293,Addis Ababa,Court 3,39387,Ethiopia
12344294,Addis Ababa,Court 3,39387,Ethiopia
12344295,Addis Ababa,Court 2,39388,Ethiopia
12344296,Addis Ababa,Court 4,39383,Ethiopia
12344297,Addis Ababa,Court 1,39382,Ethiopia
12344298,Addis Ababa,Court 1,39382,Ethiopia
12344299,Addis Ababa,Court 2,39388,Ethiopia
12344300,Addis Ababa,Court 4,39383,Ethiopia
12344301,Addis Ababa,Court 3,39387,Ethiopia
12344302,Addis Ababa,Court 4,39383,Ethiopia
12344318,Bucharest,Court 1,21728,Romania
12344319,Bucharest,Court 2,21727,Romania
12344320,Bucharest,Court 6,17390,Romania
12344321,Bucharest,Court 6,17390,Romania
12344322,Bucharest,Court 2,21727,Romania
12344323,Bucharest,Court 6,17390,Romania
12344324,Bucharest,Court 3,17662,Romania
12344325,Bucharest,Court 3,17662,Romania
12344326,Bucharest,Court 5,17919,Romania
12344327,Bucharest,Court 4,17389,Romania
12344328,Bucharest,Court 2,21727,Romania
12344329,Bucharest,Court 3,17662,Romania
12344330,Bucharest,Court 6,17390,Romania
12344331,Bucharest,Court 3,17662,Romania
12344332,Bucharest,Court 3,17662,Romania
12344333,Bucharest,Court 1,21728,Romania
12344334,Bucharest,Court 4,17389,Romania
12344335,Bucharest,Court 6,17390,Romania
12344336,Bucharest,Court 4,17389,Romania
12344337,Bucharest,Court 1,21728,Romania
12344338,Bucharest,Court 1,21728,Romania
12344339,Bucharest,Court 4,17389,Romania
12344340,Bucharest,Court 2,21727,Romania
12344341,Bucharest,Court 2,21727,Romania
12344342,Bucharest,Court 6,17390,Romania
12344343,Bucharest,Court 2,21727,Romania
12344344,Bucharest,Court 4,17389,Romania
12344345,Bucharest,Court 5,17919,Romania
12344346,Bucharest,Court 4,17389,Romania
12344347,Bucharest,Court 3,17662,Romania
12344348,Bucharest,Court 1,21728,Romania
12344349,Bucharest,Court 1,21728,Romania
12344351,Bucharest,Court 8,17981,Romania
12344352,Bucharest,Court 3,17662,Romania
12344353,Bucharest,Court 7,17971,Romania
12344354,Bucharest,Court 6,17390,Romania
12344355,Bucharest,Court 7,17971,Romania
12344356,Bucharest,Court 8,17981,Romania
12344357,Bucharest,Court 7,17971,Romania
12344358,Bucharest,Court 1,21728,Romania
12344359,Bucharest,Court 2,21727,Romania
12344360,Bucharest,Court 5,17919,Romania
12344361,Bucharest,Court 5,17919,Romania
12344362,Bucharest,Court 5,17919,Romania
12344363,Bucharest,Court 2,21727,Romania
12344364,Bucharest,Court 1,21728,Romania
12344365,Bucharest,Court 2,21727,Romania
12344366,Bucharest,Court 8,17981,Romania
12344367,Bucharest,Court 6,17390,Romania
12344368,Bucharest,Court 7,17971,Romania
12344369,Bucharest,Court 5,17919,Romania
12344370,Bucharest,Court 3,17662,Romania
12344371,Bucharest,Court 3,17662,Romania
12344372,Bucharest,Court 1,21728,Romania
12344373,Bucharest,Court 7,17971,Romania
12344374,Bucharest,Court 8,17981,Romania
12344375,Bucharest,Court 2,21727,Romania
12344376,Bucharest,Court 6,17390,Romania
12344377,Bucharest,Court 5,17919,Romania
12344378,Bucharest,Court 5,17919,Romania
12344379,Bucharest,Court 6,17390,Romania
12344380,Bucharest,Court 8,17981,Romania
12344381,Bucharest,Court 6,17390,Romania
12344382,Bucharest,Court 3,17662,Romania
12344383,Kranjska Gora,Court 1,39999,Slovenia
12344385,Brcko,Court 3,21735,Bosnia & Herzegovina
12344386,Brcko,Court 1,21733,Bosnia & Herzegovina
12344387,Brcko,Court 1,21733,Bosnia & Herzegovina
12344388,Brcko,Court 3,21735,Bosnia & Herzegovina
12344389,Brcko,Court 1,21733,Bosnia & Herzegovina
12344390,Brcko,Court 2,21734,Bosnia & Herzegovina
12344391,Brcko,Court 3,21735,Bosnia & Herzegovina
12344392,Brcko,Court 1,21733,Bosnia & Herzegovina
12344393,Brcko,Court 3,21735,Bosnia & Herzegovina
12344394,Brcko,Court 2,21734,Bosnia & Herzegovina
12344395,Brcko,Court 2,21734,Bosnia & Herzegovina
12344396,Brcko,Court 4,21732,Bosnia & Herzegovina
12344397,Brcko,Court 2,21734,Bosnia & Herzegovina
12344398,Brcko,Court 3,21735,Bosnia & Herzegovina
12344399,Brcko,Court 2,21734,Bosnia & Herzegovina
12344400,Brcko,Court 1,21733,Bosnia & Herzegovina
12344401,Lyon,Court 1,21765,France
12344402,Lyon,Central,21766,France
12344403,Deauville,Court 18,44475,France
12344404,Deauville,Court JK,44476,France
12344405,Deauville,Court Central,44477,France
12344406,Deauville,Court 19,44478,France
12344407,Deauville,Court 18,44475,France
12344408,Deauville,Court JK,44476,France
12344409,Deauville,Court JK,44476,France
12344410,Deauville,Court Central,44477,France
12344411,Deauville,Court Central,44477,France
12344412,Deauville,Court 18,44475,France
12344413,Deauville,Court JK,44476,France
12344414,Deauville,Court 18,44475,France
12344415,Deauville,Court 19,44478,France
12344416,Deauville,Court Central,44477,France
12344417,Deauville,Court Central,44477,France
12344418,Deauville,Court 19,44478,France
12344420,Annenheim,Court 3,34892,Austria
12344421,Annenheim,Court 1,34889,Austria
12344422,Annenheim,Court 2,34890,Austria
12344423,Annenheim,Court 1,34889,Austria
12344424,Annenheim,Court 2,34890,Austria
12344425,Annenheim,Court 3,34892,Austria
12344426,Annenheim,Court 2,34890,Austria
12344427,Annenheim,Court 2,34890,Austria
12344428,Annenheim,Court 4,34891,Austria
12344429,Annenheim,Court 1,34889,Austria
12344430,Annenheim,Court 3,34892,Austria
12344431,Annenheim,Court 4,34891,Austria
12344432,Annenheim,Court 1,34889,Austria
12344433,Annenheim,Court 4,34891,Austria
12344436,Otocec,Court 4,29459,Slovenia
12344438,Otocec,Court 4,29459,Slovenia
12344440,Otocec,Court 3,29458,Slovenia
12344441,Otocec,Court 3,29458,Slovenia
12344442,Otocec,Court 2,29472,Slovenia
12344443,Otocec,Court 3,29458,Slovenia
12344444,Otocec,Court 4,29459,Slovenia
12344445,Otocec,Court 2,29472,Slovenia
12344446,Otocec,Court 2,29472,Slovenia
12344447,Otocec,Court 3,29458,Slovenia
12344448,Estepona,Court 1,44482,Spain
12344449,Estepona,Court 2,44483,Spain
12344450,Estepona,Court 3,44486,Spain
12344451,Estepona,Court 5,44487,Spain
12344452,Estepona,Court 7,44489,Spain
12344453,Estepona,Court 3,44486,Spain
12344454,Estepona,Court 1,44482,Spain
12344455,Estepona,Court 2,44483,Spain
12344456,Estepona,Court 2,44483,Spain
12344457,Estepona,Court 2,44483,Spain
