match_id,market_id,market_name,is_live,suspended,initial_fractional_value,fractional_value,choice_name,choice_source_id,winnig,change
12345846,1,full_time,True,False,5/8,5/6,1,523008444,False,0
12345846,1,full_time,True,False,0/8,16/2,2,523008452,True,0
12345858,1,full_time,False,False,8/4,17/9,1,522003018,True,0
12345858,1,full_time,False,False,0/8,18/4,2,522003231,False,0
12345860,1,full_time,True,True,18/3,3/11,1,522003384,True,0
12345860,1,full_time,True,True,0/3,1/8,2,522003419,True,0
12345861,1,full_time,True,False,19/2,14/9,1,522003621,True,0
12345861,1,full_time,True,False,16/8,2/4,2,522003624,True,0
12345862,1,full_time,True,True,7/5,16/2,1,522002910,True,0
12345862,1,full_time,True,True,11/11,8/8,2,522002952,True,0
12345863,1,full_time,False,False,1/5,3/8,1,522476083,True,0
12345863,1,full_time,False,False,15/9,9/11,2,522476293,False,0
12345864,1,full_time,False,False,1/2,11/11,1,522678916,True,0
12345864,1,full_time,False,False,12/6,11/11,2,522678993,True,0
12345896,1,full_time,False,False,3/5,18/8,1,523464895,False,0
12345896,1,full_time,False,False,14/3,0/7,2,523464900,False,0
12345899,1,full_time,True,True,6/11,5/5,1,523079923,False,0
12345899,1,full_time,True,True,3/7,1/9,2,523079926,True,0
12345909,1,full_time,False,True,17/3,18/4,1,523849999,True,0
12345909,1,full_time,False,True,14/2,16/11,2,523850046,True,0
12345910,1,full_time,False,False,8/10,9/11,1,523985291,True,0
12345910,1,full_time,False,False,11/5,16/3,2,523985545,True,0
12345911,1,full_time,True,False,12/7,18/4,1,523277951,False,0
12345911,1,full_time,True,False,0/2,13/7,2,523277971,True,0
12345912,1,full_time,False,False,8/10,15/5,1,523008206,False,0
12345912,1,full_time,False,False,13/2,16/2,2,523008208,False,0
12345930,1,full_time,True,False,5/6,11/8,1,523849579,False,0
12345930,1,full_time,True,False,5/6,18/4,2,523849743,True,0
12345934,1,full_time,False,False,16/2,1/5,1,523849911,False,0
12345934,1,full_time,False,False,15/5,8/9,2,523849976,True,0
12345966,1,full_time,False,True,8/7,0/7,1,523688774,True,0
12345966,1,full_time,False,True,0/6,10/5,2,523688940,True,0
12345967,1,full_time,True,False,6/11,17/10,1,523692875,False,0
12345967,1,full_time,True,False,17/3,9/7,2,523693055,True,0
12345968,1,full_time,True,False,7/6,6/11,1,523692459,False,0
12345968,1,full_time,True,False,16/7,17/6,2,523692482,True,0
12345969,1,full_time,False,True,5/7,18/8,1,523688289,True,0
12345969,1,full_time,False,True,15/7,18/11,2,523688353,True,0
12345970,1,full_time,True,True,2/5,10/6,1,523688593,False,0
12345970,1,full_time,True,True,0/2,19/8,2,523688611,False,0
12345971,1,full_time,True,False,12/10,18/11,1,523691199,False,0
12345971,1,full_time,True,False,4/4,16/8,2,523691220,True,0
12345972,1,full_time,True,True,5/2,17/10,1,523691997,False,0
12345972,1,full_time,True,True,8/9,17/8,2,523692111,True,0
12345973,1,full_time,True,False,14/7,2/10,1,523691353,True,0
12345973,1,full_time,True,False,5/4,14/2,2,523691470,True,0
12345974,1,full_time,False,True,12/3,8/3,1,523690098,False,0
12345974,1,full_time,False,True,17/11,6/6,2,523690856,True,0
12345975,1,full_time,False,True,7/8,0/2,1,523688496,False,0
12345975,1,full_time,False,True,10/3,18/5,2,523688523,True,0
12345976,1,full_time,True,True,16/2,7/6,1,523691654,True,0
12345976,1,full_time,True,True,13/5,14/2,2,523691723,True,0
12345977,1,full_time,False,False,6/10,8/4,1,523464762,True,0
12345977,1,full_time,False,False,8/11,0/11,2,523464843,True,0
12345981,1,full_time,False,True,5/11,13/8,1,523464323,False,0
12345981,1,full_time,False,True,10/2,10/4,2,523464456,False,0
12345982,1,full_time,True,False,3/11,9/10,1,523850811,False,0
12345982,1,full_time,True,False,19/4,18/9,2,523850954,True,0
12346011,1,full_time,False,True,14/4,12/6,1,523692206,False,0
12346011,1,full_time,False,True,14/3,18/10,2,523692217,False,0
12346012,1,full_time,True,False,6/9,11/2,1,523693654,True,0
12346012,1,full_time,True,False,11/8,4/6,2,523693869,True,0
12346026,1,full_time,True,True,9/6,19/9,1,523850369,False,0
12346026,1,full_time,True,True,13/7,0/9,2,523850430,False,0
12346034,1,full_time,True,False,8/5,12/3,1,523839747,True,0
12346034,1,full_time,True,False,2/7,8/6,2,523839972,False,0
12346037,1,full_time,False,True,18/11,8/11,1,523840951,False,0
12346037,1,full_time,False,True,8/5,0/5,2,523841232,False,0
12346069,1,full_time,True,True,9/7,14/9,1,523978513,False,-1
12346069,1,full_time,True,True,12/3,4/11,2,523978892,False,1
12346069,11,first_set_winner,True,False,0/5,10/9,1,523986691,True,0
12346069,11,first_set_winner,True,False,13/6,3/4,2,523986762,False,0
12346069,12,total_games_won,False,False,10/7,13/6,Over,526104708,False,-1
12346069,12,total_games_won,False,False,12/7,18/10,Under,526104427,False,1
12346074,1,full_time,True,False,6/10,2/4,1,523986470,False,0
12346074,1,full_time,True,False,18/3,0/7,2,523986516,True,0
12346094,1,full_time,False,False,10/11,17/6,1,523920609,False,0
12346094,1,full_time,False,False,15/10,18/6,2,523920724,False,0
12346096,1,full_time,True,True,10/6,3/5,1,523922284,True,0
12346096,1,full_time,True,True,15/3,3/7,2,523922373,False,0
12346097,1,full_time,False,False,0/9,4/7,1,523860529,False,0
12346097,1,full_time,False,False,15/7,11/11,2,523860760,False,0
12346099,1,full_time,True,True,18/7,15/11,1,524000066,True,0
12346099,1,full_time,True,True,9/7,10/4,2,524000200,False,0
12346102,1,full_time,True,True,2/10,13/10,1,524378668,False,0
12346102,1,full_time,True,True,3/4,4/2,2,524378868,True,0
12346104,1,full_time,False,False,13/3,2/9,1,523597111,False,0
12346104,1,full_time,False,False,10/3,19/5,2,523597209,True,0
12346105,1,full_time,True,False,14/11,18/4,1,524103433,True,0
12346105,1,full_time,True,False,8/3,18/10,2,524103559,False,0
12346106,1,full_time,True,False,16/5,17/4,1,524000418,True,0
12346106,1,full_time,True,False,7/11,7/6,2,524000427,False,0
12346107,1,full_time,True,True,1/10,1/2,1,524097667,False,0
12346107,1,full_time,True,True,6/3,1/11,2,524098043,False,0
12346108,1,full_time,True,True,17/8,14/6,1,523647680,False,0
12346108,1,full_time,True,True,16/3,12/5,2,523647890,True,0
12346110,1,full_time,True,True,7/4,3/4,1,524003480,False,0
12346110,1,full_time,True,True,15/8,7/7,2,524003538,False,0
12346111,1,full_time,False,True,10/7,5/2,1,523597592,True,0
12346111,1,full_time,False,True,4/7,8/8,2,523597631,False,0
12346112,1,full_time,False,False,6/10,17/5,1,524000708,False,0
12346112,1,full_time,False,False,14/8,1/6,2,524000760,True,0
12346113,1,full_time,False,False,10/6,15/5,1,523862104,True,0
12346113,1,full_time,False,False,11/5,15/3,2,523862146,False,0
12346114,1,full_time,True,True,10/6,6/6,1,523765047,,0
12346114,1,full_time,True,True,16/7,0/6,2,523765087,,0
12346115,1,full_time,True,False,19/3,3/3,1,523596668,False,0
12346115,1,full_time,True,False,8/5,0/5,2,523596696,False,0
12346116,1,full_time,False,False,7/9,13/7,1,523919386,True,0
12346116,1,full_time,False,False,12/3,10/6,2,523919533,True,0
12346117,1,full_time,False,True,2/8,8/7,1,523596821,False,0
12346117,1,full_time,False,True,17/7,3/6,2,523596827,True,0
12346120,1,full_time,True,False,14/6,16/5,1,523765829,False,0
12346120,1,full_time,True,False,4/9,8/11,2,523765880,False,0
12346121,1,full_time,True,True,6/10,11/7,1,523855715,False,0
12346121,1,full_time,True,True,16/2,12/8,2,523855778,False,0
12346122,1,full_time,True,False,10/8,19/9,1,523862977,False,0
12346122,1,full_time,True,False,15/6,18/7,2,523863043,False,0
12346123,1,full_time,True,True,16/3,14/8,1,523901723,False,1
12346123,1,full_time,True,True,9/9,8/4,2,523901830,True,-1
12346123,11,first_set_winner,True,False,9/9,0/3,1,523904647,False,1
12346123,11,first_set_winner,True,False,5/5,2/2,2,523904691,False,-1
12346123,12,total_games_won,False,True,5/5,14/8,Over,526071719,False,1
12346123,12,total_games_won,False,True,1/2,3/3,Under,526071569,False,-1
12346126,1,full_time,True,True,4/11,4/5,1,523763885,True,0
12346126,1,full_time,True,True,11/3,12/6,2,523763962,False,0
12346127,1,full_time,True,False,4/8,1/2,1,523997740,False,0
12346127,1,full_time,True,False,16/9,9/6,2,523997806,False,0
12346128,1,full_time,True,False,3/7,11/10,1,523596916,False,0
12346128,1,full_time,True,False,2/8,16/7,2,523596928,True,0
12346129,1,full_time,False,True,5/2,11/5,1,524097013,True,0
12346129,1,full_time,False,True,17/11,7/2,2,524097174,False,0
12346130,1,full_time,True,True,12/2,17/11,1,523859643,True,0
12346130,1,full_time,True,True,6/4,14/8,2,523859784,False,0
12346131,1,full_time,True,False,13/7,5/11,1,523765481,False,0
12346131,1,full_time,True,False,3/4,1/6,2,523765688,False,0
12346132,1,full_time,True,False,9/6,17/5,1,523861626,True,0
12346132,1,full_time,True,False,10/6,19/2,2,523861668,True,0
12346134,1,full_time,False,True,19/6,19/9,1,523648121,True,0
12346134,1,full_time,False,True,7/8,5/10,2,523648137,False,0
12346135,1,full_time,False,True,11/10,17/2,1,523766487,True,0
12346135,1,full_time,False,True,3/10,16/7,2,523766512,False,0
12346136,1,full_time,True,False,8/7,19/8,1,524003042,False,0
12346136,1,full_time,True,False,12/6,18/7,2,524003124,False,0
12346137,1,full_time,True,False,11/4,8/8,1,523921452,True,0
12346137,1,full_time,True,False,16/8,16/10,2,523921585,False,0
12346138,1,full_time,False,True,14/8,5/10,1,523862340,True,0
12346138,1,full_time,False,True,19/4,16/10,2,523862408,True,0
12346140,1,full_time,True,True,10/2,11/8,1,523919864,True,0
12346140,1,full_time,True,True,15/2,8/10,2,523919909,False,0
12346143,1,full_time,False,False,0/6,10/4,1,523766134,False,0
12346143,1,full_time,False,False,18/11,10/7,2,523766151,True,0
12346146,1,full_time,True,True,15/2,7/7,1,523999271,True,0
12346146,1,full_time,True,True,1/2,7/11,2,523999550,True,0
12346148,1,full_time,True,False,11/2,8/6,1,525056684,True,0
12346148,1,full_time,True,False,4/9,7/11,2,525056705,False,0
12346149,1,full_time,False,True,10/9,14/11,1,525061260,False,0
12346149,1,full_time,False,True,11/9,15/4,2,525061537,True,0
12346150,1,full_time,False,True,13/2,17/5,1,525040634,False,0
12346150,1,full_time,False,True,3/4,0/9,2,525040832,True,0
12346151,1,full_time,False,False,4/5,6/8,1,524099870,True,0
12346151,1,full_time,False,False,1/7,11/9,2,524100073,False,0
12346152,1,full_time,False,False,9/3,12/7,1,525062481,False,0
12346152,1,full_time,False,False,17/5,17/5,2,525062697,True,0
12346153,1,full_time,True,True,19/11,9/3,1,523921835,False,0
12346153,1,full_time,True,True,19/10,16/8,2,523921980,True,0
12346154,1,full_time,True,True,7/6,4/4,1,524939278,False,0
12346154,1,full_time,True,True,0/10,15/9,2,524939287,True,0
12346157,1,full_time,True,False,17/7,16/6,1,523861839,False,0
12346157,1,full_time,True,False,17/8,11/6,2,523861909,True,0
12346158,1,full_time,True,True,7/7,18/4,1,524940340,False,0
12346158,1,full_time,True,True,3/7,6/7,2,524940626,True,0
12346159,1,full_time,False,False,19/9,15/11,1,525042294,True,0
12346159,1,full_time,False,False,16/11,4/5,2,525042339,True,0
12346162,1,full_time,False,False,17/3,8/7,1,523997410,True,0
12346162,1,full_time,False,False,14/6,12/9,2,523997551,True,0
12346164,1,full_time,True,False,15/9,10/11,1,523860154,False,0
12346164,1,full_time,True,False,18/2,9/2,2,523860220,True,0
12346165,1,full_time,False,True,13/10,5/9,1,524458393,True,0
12346165,1,full_time,False,True,19/5,3/10,2,524458624,False,0
12346166,1,full_time,True,True,14/11,14/9,1,524457369,True,0
12346166,1,full_time,True,True,7/7,2/7,2,524457427,True,0
12346167,1,full_time,False,False,15/9,15/10,1,525038789,True,0
12346167,1,full_time,False,False,14/2,13/4,2,525038799,True,0
12346168,1,full_time,False,False,6/11,16/8,1,525041971,False,0
12346168,1,full_time,False,False,8/6,11/8,2,525041978,False,0
12346169,1,full_time,True,False,2/2,6/2,1,525057044,True,0
12346169,1,full_time,True,False,4/4,0/8,2,525057109,False,0
12346170,1,full_time,False,True,9/3,11/8,1,525056277,False,0
12346170,1,full_time,False,True,12/4,4/4,2,525056327,False,0
12346173,1,full_time,True,True,8/10,13/8,1,525037200,True,0
12346173,1,full_time,True,True,5/9,16/6,2,525037369,True,0
12346174,1,full_time,False,False,9/8,1/4,1,525060035,True,0
12346174,1,full_time,False,False,7/11,5/8,2,525060136,False,0
12346175,1,full_time,False,False,0/3,18/8,1,525058113,False,0
12346175,1,full_time,False,False,3/9,12/11,2,525058264,False,0
12346176,1,full_time,True,True,17/5,0/11,1,524455299,False,0
12346176,1,full_time,True,True,14/7,16/4,2,524455514,False,0
12346177,1,full_time,True,False,0/2,8/7,1,525041665,False,0
12346177,1,full_time,True,False,9/11,4/11,2,525041776,True,0
12346178,1,full_time,True,False,4/3,0/6,1,525063394,False,0
12346178,1,full_time,True,False,3/5,19/7,2,525063472,False,0
12346179,1,full_time,False,True,3/9,16/8,1,524455150,True,0
12346179,1,full_time,False,True,17/5,3/8,2,524455178,True,0
12346181,1,full_time,False,False,12/7,14/7,1,525045799,False,0
12346181,1,full_time,False,False,15/11,4/3,2,525046052,False,0
12346182,1,full_time,True,False,3/2,13/9,1,525058403,True,0
12346182,1,full_time,True,False,13/6,13/10,2,525058641,False,0
12346184,1,full_time,False,True,0/10,15/8,1,525039334,True,0
12346184,1,full_time,False,True,15/4,15/2,2,525039407,True,0
12346185,1,full_time,True,True,1/9,9/9,1,525042625,False,0
12346185,1,full_time,True,True,12/11,16/3,2,525042696,True,0
12346186,1,full_time,True,True,7/4,9/9,1,524457812,True,0
12346186,1,full_time,True,True,11/2,9/7,2,524457846,False,0
12346187,1,full_time,True,False,17/10,0/6,1,524939211,True,0
12346187,1,full_time,True,False,1/6,7/11,2,524939225,True,0
12346188,1,full_time,False,False,10/5,15/8,1,524456722,False,0
12346188,1,full_time,False,False,12/9,4/7,2,524456838,True,0
12346189,1,full_time,False,False,10/3,0/2,1,524456013,False,0
12346189,1,full_time,False,False,6/5,12/5,2,524456122,True,0
12346191,1,full_time,True,False,18/2,15/2,1,525057454,False,0
12346191,1,full_time,True,False,1/11,13/9,2,525057462,True,0
12346193,1,full_time,False,True,11/11,6/9,1,524457185,True,0
12346193,1,full_time,False,True,8/8,13/5,2,524457205,True,0
12346195,1,full_time,False,False,10/2,4/9,1,525059066,False,0
12346195,1,full_time,False,False,7/2,18/11,2,525059087,False,0
12346196,1,full_time,True,True,9/2,14/4,1,525063082,True,0
12346196,1,full_time,True,True,6/2,7/5,2,525063244,True,0
12346198,1,full_time,True,False,2/8,9/8,1,523862628,False,0
12346198,1,full_time,True,False,7/3,11/6,2,523862690,True,0
12346199,1,full_time,True,False,4/4,19/6,1,524098985,False,0
12346199,1,full_time,True,False,7/9,15/11,2,524099121,False,0
12346200,1,full_time,False,True,13/4,16/8,1,523769607,True,0
12346200,1,full_time,False,True,18/5,1/11,2,523769737,True,0
12346203,1,full_time,True,False,8/3,17/10,1,523766335,False,0
12346203,1,full_time,True,False,18/3,6/11,2,523766420,True,0
12346204,1,full_time,False,False,3/6,7/11,1,524379610,True,0
12346204,1,full_time,False,False,18/11,11/9,2,524379874,False,0
12346205,1,full_time,False,True,4/8,17/2,1,524380159,True,0
12346205,1,full_time,False,True,3/10,17/9,2,524380184,False,0
12346206,1,full_time,False,True,17/9,12/7,1,523597374,False,0
12346206,1,full_time,False,True,4/5,16/11,2,523597430,False,0
12346207,1,full_time,True,False,3/8,0/9,1,523856191,True,0
12346207,1,full_time,True,False,9/2,1/5,2,523856276,True,0
12346208,1,full_time,False,True,4/11,18/10,1,524000950,True,0
12346208,1,full_time,False,True,8/7,19/2,2,524001017,True,0
12346209,1,full_time,False,False,9/11,1/4,1,523998337,False,0
12346209,1,full_time,False,False,7/7,1/4,2,523998548,True,0
12346211,1,full_time,True,True,17/6,13/3,1,524103919,False,0
12346211,1,full_time,True,True,7/11,19/7,2,524104159,False,0
12346286,1,full_time,False,True,13/11,19/3,1,523986857,False,0
12346286,1,full_time,False,True,18/6,7/2,2,523986915,True,0
12346290,1,full_time,True,False,0/4,13/4,1,525041113,True,0
12346290,1,full_time,True,False,7/5,12/5,2,525041118,True,0
12346294,1,full_time,True,True,0/7,11/3,1,524853414,False,0
12346294,1,full_time,True,True,4/10,8/9,2,524853460,False,0
12346386,1,full_time,False,False,6/9,17/2,1,525174269,False,0
12346386,1,full_time,False,False,1/5,10/6,2,525174289,False,0
12346389,1,full_time,True,True,18/6,14/5,1,525039982,True,0
12346389,1,full_time,True,True,6/4,17/3,2,525040032,True,0
12346408,1,full_time,False,False,2/6,13/8,1,525041325,False,0
12346408,1,full_time,False,False,5/10,6/2,2,525041477,True,0
12346528,1,full_time,True,True,5/5,11/6,1,524853670,False,0
12346528,1,full_time,True,True,16/9,4/11,2,524853678,True,0
12346536,1,full_time,True,False,6/6,13/2,1,524595196,False,0
12346536,1,full_time,True,False,15/9,19/6,2,524595205,True,0
12346563,1,full_time,False,True,17/8,13/2,1,523077387,True,0
12346563,1,full_time,False,True,14/7,5/2,2,523077607,True,0
12346566,1,full_time,True,True,10/10,15/6,1,523077019,False,0
12346566,1,full_time,True,True,3/4,4/3,2,523077083,False,0
12346567,1,full_time,True,True,2/4,7/7,1,525010733,False,0
12346567,1,full_time,True,True,2/5,12/10,2,525010822,False,0
12346568,1,full_time,False,True,7/11,13/10,1,525013618,True,0
12346568,1,full_time,False,True,3/10,11/8,2,525013900,False,0
12346569,1,full_time,True,False,18/4,1/4,1,524967199,False,0
12346569,1,full_time,True,False,14/3,0/11,2,524967427,True,0
12346570,1,full_time,True,False,14/8,16/4,1,523077138,True,0
12346570,1,full_time,True,False,15/11,16/9,2,523077157,True,0
12346571,1,full_time,True,True,0/4,19/4,1,525012522,True,0
12346571,1,full_time,True,True,8/4,14/5,2,525012790,True,0
12346572,1,full_time,True,False,9/9,7/5,1,524969796,True,0
12346572,1,full_time,True,False,5/7,3/2,2,524969938,False,0
12346573,1,full_time,True,False,17/10,16/10,1,525013317,False,0
12346573,1,full_time,True,False,17/5,4/4,2,525013359,False,0
12346574,1,full_time,True,False,16/5,0/3,1,525011363,False,0
12346574,1,full_time,True,False,13/6,0/7,2,525011528,True,0
12346576,1,full_time,False,True,14/5,19/7,1,523845384,False,0
12346576,1,full_time,False,True,13/10,11/2,2,523845598,False,0
12346578,1,full_time,True,True,9/5,7/7,1,525010873,True,0
12346578,1,full_time,True,True,8/3,14/6,2,525010878,True,0
12346612,1,full_time,False,True,17/3,4/9,1,524968210,False,0
12346612,1,full_time,False,True,9/9,9/7,2,524968581,True,0
12346613,1,full_time,False,False,11/6,8/11,1,524969267,False,0
12346613,1,full_time,False,False,1/5,9/8,2,524969492,False,0
12346674,1,full_time,False,True,7/4,17/2,1,524853916,True,0
12346674,1,full_time,False,True,4/11,8/8,2,524853941,False,0
12346684,1,full_time,True,False,17/8,5/8,1,525161768,False,0
12346684,1,full_time,True,False,15/3,18/4,2,525161790,False,0
12346685,1,full_time,True,False,11/9,4/11,1,525157870,True,0
12346685,1,full_time,True,False,13/6,17/7,2,525158047,False,0
12346687,1,full_time,True,False,14/3,4/8,1,525161269,True,0
12346687,1,full_time,True,False,6/9,16/2,2,525161274,True,0
12346688,1,full_time,False,False,1/6,16/8,1,525159777,False,0
12346688,1,full_time,False,False,19/5,13/8,2,525159815,True,0
12346689,1,full_time,False,True,10/4,12/7,1,525159023,True,0
12346689,1,full_time,False,True,14/9,10/9,2,525159202,True,0
12346691,1,full_time,False,False,8/7,11/5,1,525161641,False,0
12346691,1,full_time,False,False,6/10,4/11,2,525161677,False,0
12346692,1,full_time,False,False,3/6,12/8,1,525157337,False,0
12346692,1,full_time,False,False,19/2,11/9,2,525157354,False,0
12346694,1,full_time,False,False,5/9,15/3,1,525157452,True,0
12346694,1,full_time,False,False,8/2,0/6,2,525157519,False,0
12346695,1,full_time,True,True,11/6,3/7,1,525160800,True,0
12346695,1,full_time,True,True,9/5,0/7,2,525161059,False,0
12346696,1,full_time,False,True,16/10,10/2,1,525160222,False,0
12346696,1,full_time,False,True,14/2,15/2,2,525160224,False,0
12346697,1,full_time,True,False,16/4,13/5,1,525161890,False,0
12346697,1,full_time,True,False,15/4,6/2,2,525162079,True,0
12346698,1,full_time,True,False,7/7,10/9,1,525159913,True,0
12346698,1,full_time,True,False,9/9,10/11,2,525159927,False,0
12346699,1,full_time,True,True,9/3,8/8,1,525161338,True,0
12346699,1,full_time,True,True,9/3,4/8,2,525161368,False,0
12346735,1,full_time,True,False,3/3,3/7,1,524807372,True,1
12346735,1,full_time,True,False,6/10,13/4,2,524807418,False,-1
12346735,11,first_set_winner,False,False,14/11,18/8,1,524815543,True,1
12346735,11,first_set_winner,False,False,8/6,1/9,2,524815562,True,-1
12346735,12,total_games_won,False,True,17/8,9/5,Over,526085333,False,-1
12346735,12,total_games_won,False,True,17/11,7/3,Under,526085290,False,1
12346736,1,full_time,False,False,19/4,17/3,1,524806646,True,0
12346736,1,full_time,False,False,16/9,19/3,2,524806748,False,0
12346736,11,first_set_winner,False,True,2/6,8/5,1,524814005,False,0
12346736,11,first_set_winner,False,True,10/4,0/7,2,524814174,True,0
12346736,12,total_games_won,True,True,13/6,10/8,Over,525700219,True,0
12346736,12,total_games_won,True,True,4/11,17/4,Under,525700155,False,0
12346737,1,full_time,False,True,13/2,11/2,1,524807130,False,1
12346737,1,full_time,False,True,7/7,4/4,2,524807279,True,-1
12346737,11,first_set_winner,True,True,4/9,7/8,1,524815112,False,1
12346737,11,first_set_winner,True,True,1/4,13/4,2,524815115,True,-1
12346737,12,total_games_won,True,True,9/2,17/2,Over,525835642,False,1
12346737,12,total_games_won,True,True,13/11,12/6,Under,525835562,False,-1
12346744,1,full_time,True,True,12/9,11/5,1,523748509,False,0
12346744,1,full_time,True,True,14/3,3/9,2,523748555,True,0
12346745,1,full_time,True,False,5/3,14/3,1,523747996,True,0
12346745,1,full_time,True,False,11/10,12/5,2,523748010,False,0
12346750,1,full_time,False,False,1/4,8/9,1,525174433,False,0
12346750,1,full_time,False,False,13/11,1/7,2,525174589,True,0
12346825,1,full_time,True,True,16/10,9/3,1,525379247,True,0
12346825,1,full_time,True,True,1/10,3/2,2,525379475,False,0
12346827,1,full_time,False,False,6/4,13/8,1,525380198,True,0
12346827,1,full_time,False,False,1/5,1/2,2,525380473,True,0
12347056,1,full_time,True,False,9/6,16/8,1,526164606,True,0
12347056,1,full_time,True,False,15/6,12/11,2,526164610,True,0
12347056,11,first_set_winner,True,True,14/6,8/10,1,526170911,False,0
12347056,11,first_set_winner,True,True,3/9,2/9,2,526170963,True,0
12347056,12,total_games_won,False,False,2/2,15/5,Over,526386274,False,0
12347056,12,total_games_won,False,False,0/9,8/3,Under,526386266,True,0
12347057,1,full_time,True,True,5/2,5/4,1,526164308,True,0
12347057,1,full_time,True,True,2/3,13/8,2,526164328,True,0
12347057,11,first_set_winner,False,False,18/9,6/5,1,526167342,False,0
12347057,11,first_set_winner,False,False,3/6,1/3,2,526167434,False,0
12347057,12,total_games_won,False,False,13/9,15/11,Over,526215285,True,0
12347057,12,total_games_won,False,False,19/6,3/4,Under,526214805,True,0
12347059,1,full_time,False,False,1/4,16/11,1,526164578,False,-1
12347059,1,full_time,False,False,4/9,11/5,2,526164583,True,1
12347059,11,first_set_winner,False,False,17/5,13/7,1,526168814,True,-1
12347059,11,first_set_winner,False,False,0/10,7/10,2,526168903,False,1
12347059,12,total_games_won,False,True,8/4,17/9,Over,526373660,True,1
12347059,12,total_games_won,False,True,7/4,18/11,Under,526373643,False,-1
12348000,1,full_time,False,True,0/3,16/4,1,527437800,False,0
12348000,1,full_time,False,True,11/9,13/7,2,527437823,True,0
12348001,1,full_time,True,False,18/7,1/3,1,527437709,True,0
12348001,1,full_time,True,False,12/4,16/11,2,527437710,True,0
12349026,1,full_time,False,False,18/3,7/9,1,528545507,True,0
12349026,1,full_time,False,False,15/11,6/10,2,528545602,True,0
12349027,1,full_time,True,False,17/7,5/4,1,528544865,True,1
12349027,1,full_time,True,False,9/11,14/5,2,528544948,True,1
12349419,1,full_time,True,False,9/2,4/5,1,529097873,False,0
12349419,1,full_time,True,False,13/3,3/6,2,529097879,False,0
12349421,1,full_time,True,False,13/3,19/11,1,529098276,True,0
12349421,1,full_time,True,False,17/4,4/7,2,529098596,False,0
12349422,1,full_time,True,False,8/5,17/4,1,529097694,False,0
12349422,1,full_time,True,False,1/10,8/10,2,529097722,False,0
12349546,1,full_time,True,False,1/4,2/7,1,529299858,False,0
12349546,1,full_time,True,False,17/2,1/6,2,529299910,False,0
12299512,1,full_time,False,True,4/10,11/4,1,513668674,True,-1
12299512,1,full_time,False,True,4/9,15/3,2,513668807,True,1
12299512,11,first_set_winner,False,False,11/7,5/4,1,513669713,False,0
12299512,11,first_set_winner,False,False,6/9,0/6,2,513669756,False,0
12299512,12,total_games_won,True,False,18/3,15/7,Over,514241448,False,-1
12299512,12,total_games_won,True,False,7/8,2/7,Under,514241437,True,1
12317291,1,full_time,False,True,14/4,7/9,1,518441822,True,-1
12317291,1,full_time,False,True,12/10,15/8,2,518441878,False,1
12317291,11,first_set_winner,False,True,14/6,9/6,1,518442913,True,-1
12317291,11,first_set_winner,False,True,17/3,1/3,2,518443086,True,1
12317291,12,total_games_won,True,False,16/7,4/3,Over,519152947,True,0
12317291,12,total_games_won,True,False,5/9,6/3,Under,519152896,True,0
12317374,1,full_time,False,False,8/5,17/10,1,519372212,False,-1
12317374,1,full_time,False,False,15/4,11/6,2,519372240,False,1
12317374,11,first_set_winner,False,False,18/4,19/2,1,519373761,True,-1
12317374,11,first_set_winner,False,False,14/2,10/5,2,519374002,False,1
12317374,12,total_games_won,True,True,18/6,3/5,Over,520030880,False,1
12317374,12,total_games_won,True,True,13/11,2/3,Under,520030867,False,-1
12317391,1,full_time,True,False,13/11,13/3,1,518329715,False,0
12317391,1,full_time,True,False,0/5,8/2,2,518329925,True,0
12337460,1,full_time,False,True,13/6,18/6,1,529513296,False,0
12337460,1,full_time,False,True,5/3,2/10,2,529513571,False,0
12337460,11,first_set_winner,False,True,13/6,4/5,1,529515166,False,-1
12337460,11,first_set_winner,False,True,3/11,10/11,2,529515412,False,1
12337460,12,total_games_won,True,True,0/8,2/3,Over,532389871,True,-1
12337460,12,total_games_won,True,True,19/10,11/3,Under,532389837,False,1
12337628,1,full_time,True,True,8/7,17/7,1,529521289,True,-1
12337628,1,full_time,True,True,17/5,6/11,2,529521324,True,1
12337628,11,first_set_winner,True,True,14/10,9/7,1,529521883,False,-1
12337628,11,first_set_winner,True,True,16/5,18/6,2,529521906,True,1
12337628,12,total_games_won,True,True,6/2,7/3,Over,529615708,False,-1
12337628,12,total_games_won,True,True,3/6,12/2,Under,529615664,True,1
12342329,1,full_time,True,False,16/11,11/4,1,512859919,,-1
12342329,1,full_time,True,False,16/11,3/8,2,512860003,,1
12342329,11,first_set_winner,False,True,12/5,3/8,1,512869034,,-1
12342329,11,first_set_winner,False,True,7/7,17/11,2,512869133,,1
12342329,12,total_games_won,True,True,14/10,1/10,Over,519092691,,0
12342329,12,total_games_won,True,True,17/9,1/9,Under,519092655,,0
12342331,1,full_time,True,False,10/7,15/6,1,512859175,False,1
12342331,1,full_time,True,False,16/3,16/10,2,512859229,True,-1
12342331,11,first_set_winner,False,False,6/7,9/8,1,512866055,False,1
12342331,11,first_set_winner,False,False,19/3,8/6,2,512866213,False,-1
12342331,12,total_games_won,True,True,1/5,11/5,Over,519027658,False,-1
12342331,12,total_games_won,True,True,11/6,17/8,Under,519027642,False,1
12342332,1,full_time,True,False,3/8,13/8,1,512859775,True,-1
